,affiliation_nums,affiliation_text,author_names,date_posted,doi,downloads,paper_title,subject_area,pmid,pmid_links,pmid_links_num
10,"['1', '2', '1', '1', '3', '2', '1', '4']","['National Cancer Center', 'Hiroshima University', 'Kumamoto University']","Ryo Miyamoto,Akinori Kanai,Hiroshi Okuda,Satoshi Takahashi,Hirotaka Matsui,Toshiya Inaba,Akihiko Yokoyama",2020-10-21, https://doi.org/10.1101/2020.10.20.347765 ,"[['Oct 2020', '329', '21', '53', '']]",HOXA9 promotes MYC-mediated leukemogenesis by maintaining gene expression for multiple anti-apoptotic pathways,"Cancer Biology,
",32997997,[],0
11,"['1', '1', '1', '2', '1', '1', '3']","['Brown University', 'Fox Chase Cancer Center']","Shuai Zhao,Lanlan Zhou,David Dicker,Avital Lev,Shengliang Zhang,Wafik El-Deiry",2020-10-20, https://doi.org/10.1101/2020.10.20.347633 ,"[['Oct 2020', '342', '23', '56', '']]",HIF1α inhibition by dual targeting of CDK4/6 and HSP90 reduces cancer cell viability including Rb-deficient cells,"Cancer Biology,
",28486050,"['32708306', '32606801', '32546660', '32196516', '31602296', '30147372', '29587820', '28594259']",8
12,"['1', '2', '3', '4', '5', '6', '7']","['Department of Computational and Systems Biology, University of Pittsburgh, PA, 15260, USA', 'Department of Computational and Systems Biology, University of Pittsburgh, PA, 15206, USA and University of Pittsburgh Drug Discovery Institute, University of Pittsburgh, Pittsburgh, PA, 15261, USA', 'UPMC Hillman Cancer Center, Department of Computational and Systems Biology, University of Pittsburgh, PA, 15260, USA', 'Department of Computational and Systems Biology, University of Pittsburgh, PA, 15260, USA and University of Pittsburgh Drug Discovery Institute, University of Pittsburgh, Pittsburgh, PA, 15261, USA', 'SpIntellx, Inc., 2425 Sidney St, Pittsburgh, PA 15203', 'Department of Computational and Systems Biology, University of Pittsburgh, PA, 15260, USA, University of Pittsburgh Drug Discovery Institute, University of Pittsburgh, Pittsburgh, PA, 15261, USA, SpIntellx, Inc., 2425 Sidney St, Pittsburgh, PA 15203']","Samantha Furman,Andrew Stern,Shikhar Uttam,D. Lansing Taylor,Filippo Pullara,S. Chakra Chennubhotla",2020-10-20, https://doi.org/10.1101/2020.10.02.322529 ,"[['Oct 2020', '808', '40', '233', '']]","Unsupervised cellular phenotypic hierarchy enables spatial intratumor heterogeneity characterization, recurrence-associated microdomains discovery, and harnesses network biology from hyperplexed in-situ fluorescence images of colorectal carcinoma","Cancer Biology,
",32665557,[],0
13,"['1', '2', '3', '4', '5', '2', '6', '7']","['University of Toronto, Department of Medical Biophysics', 'University of Toronto', 'Ontario Institute for Cancer Research', 'University of Toronto, Department of Medical Biophysics', 'Ontario Institute for Cancer Research', 'University of Toronto, Department of Molecular Genetics', 'University of California, Department of Human Genetics']","Lydia Y Liu,Vinayak Bhandari,Adriana Salcedo,Shadrielle MG Espiritu,Quaid D Morris,Thomas R Kislinger,Paul C Boutros",2020-10-16, https://doi.org/10.1101/418780 ,"[['Sep 2018', '591', '0', '133', ''], ['Oct 2018', '159', '0', '73', ''], ['Nov 2018', '51', '0', '38', ''], ['Dec 2018', '48', '0', '45', ''], ['Jan 2019', '50', '0', '31', ''], ['Feb 2019', '37', '0', '24', ''], ['Mar 2019', '41', '0', '32', ''], ['Apr 2019', '235', '13', '72', ''], ['May 2019', '63', '28', '35', ''], ['Jun 2019', '53', '17', '31', ''], ['Jul 2019', '33', '10', '30', ''], ['Aug 2019', '205', '36', '45', ''], ['Sep 2019', '82', '86', '53', ''], ['Oct 2019', '70', '22', '32', ''], ['Nov 2019', '29', '29', '20', ''], ['Dec 2019', '34', '20', '22', ''], ['Jan 2020', '65', '22', '22', ''], ['Feb 2020', '85', '39', '25', ''], ['Mar 2020', '68', '28', '30', ''], ['Apr 2020', '27', '11', '16', ''], ['May 2020', '35', '19', '30', ''], ['Jun 2020', '47', '17', '22', ''], ['Jul 2020', '32', '13', '20', ''], ['Aug 2020', '313', '48', '63', ''], ['Sep 2020', '75', '30', '33', ''], ['Oct 2020', '270', '60', '80', '']]",Quantifying the Influence of Mutation Detection on Tumour Subclonal Reconstruction,"Cancer Biology,
",29681457,"['33033260', '32944614', '32913888', '32843649', '32784507', '32630281', '32089746', '32083741', '32054861', '32024819', '31974375', '31919445', '31912238', '31846472', '31824860', '31748536', '31689899', '31668701', '31591588', '31528835', '31477840', '31366128', '31134918', '31031850', '30928160', '30889379', '30674724', '30665349', '30565302', '30537516', '30518758', '30385730', '30135717', '29921690']",34
14,"['1', '1', '1', '1', '1', '1', '1', '*']","['La Jolla, CA USA']","Lillian J. Eichner,Stephanie D. Curtis,Sonja N. Brun,Joshua T. Baumgart,Debbie S. Ross,Tammy J. Rymoff,Reuben J. Shaw",2020-10-14, https://doi.org/10.1101/2020.10.14.338590 ,"[['Oct 2020', '637', '65', '125', '']]",HDAC3 regulates senescence and lineage-specific transcriptional programs in non-small cell lung cancer,"Cancer Biology,
",30415923,"['33031826', '32912901', '32788639', '32703218', '32686708', '32559423', '32499517', '32334266', '32316985', '32029897', '31668988', '31547294', '31544066', '31350328', '31350327', '31336728', '31288625', '31195298', '30943392', '30877133', '30819189', '30692209', '30605676']",23
15,"['1', '1', '1', '1', '1', '1', '1', '2', '3']","['ERIBA-UMCG', 'ERUBA-UMCG']","Tobias Ackermann,Hidde R. Zuidhof,Gertrud Kortman,Martijn G.S. Rutten,Mathilde J.C. Broekhuis,Mohamad A. Zaini,Goetz Hartleben,Cornelis F. Calkhoven",2020-10-09, https://doi.org/10.1101/2020.10.09.333104 ,"[['Oct 2020', '116', '17', '29', '']]",C/EBPβ-LIP dually activates glycolysis and the malate aspartate shuttle to maintain NADH/NAD+ homeostasis,"Cancer Biology,
",31240246,['32973162'],1
16,"['1', '2', '1', '2', '3', '4', '5', '3', '6', '7', '2', '1', '8']","['Weill Cornell Medicine, Johns Hopkins University', 'Johns Hopkins University', 'Harvard T.H. Chan School of Public Health', 'Harvard University', 'Universidade Federal de Minas Gerais', 'Weill Cornell Medicine', 'Northwestern University']","Eddie Luidy Imada,Diego Fernando Sanchez,Wikum Dinalankara,Thiago Vidotto,Ericka M Ebot,Svitlana Tyekucheva,Gloria R Franco,Lorelei Mucci,Massimo Loda,Edward M Schaeffer,Tamara Lotan,Luigi Marchionni",2020-10-09, https://doi.org/10.1101/2020.10.08.332049 ,"[['Oct 2020', '110', '29', '28', '']]",Transcriptional landscape of PTEN loss in primary prostate cancer,"Cancer Biology,
",32079618,['32718982'],1
17,"['1', '1', '1', '1', '2', '3', '1', '1', '4', '5', '1', '6']","['University of Bologna', 'Istituto Ortopedico Rizzoli', 'Institute of Molecular Genetics - CNR', 'Semmelweis University', 'University of Gothenburg']","Martina Mazzeschi,Michela Sgarzi,Donatella Romaniello,Valerio Gelfo,Carola Cavallo,Spartaco Santi,Michelangelo Fiorentino,Gabriele D'Uva,Balazs Gyorffy,Ruth Palmer,Mattia Lauriola",2020-10-08, https://doi.org/10.1101/2020.10.07.307991 ,"[['Oct 2020', '165', '14', '27', '']]",Pharmacological inhibition of the ALK axis elicits therapeutic potential in Consensus Molecular Subtype 1 colon cancer patients,"Cancer Biology,
",32825489,[],0
18,"['1', '2', '3', '*', '4', '5', '6', '7', '8', '9']","['119121, Pogodinskaya str, 10, Moscow, Russia,, 129164, Prospekt Mira, 124, 17, Moscow, Russia,, 117997, Ostrovityanova str,1, Moscow, Russia, ,, 119121, Pogodinskaya str, 10, Moscow, Russia,, 119991, Vavilova str, 32, Moscow, Russia, ,, 119121, Pogodinskaya str, 10, Moscow, Russia, ,, 119121, Pogodinskaya str, 10, Moscow, Russia, ,, 119121, Pogodinskaya str, 10, Moscow, Russia,, 117997, Ostrovityanova str,1, Moscow, Russia,']","Mikhail Pyatnitskiy,Dmitriy Karpov,Ekaterina Poverennaya,Andrey Lisitsa,Sergei Moshkovskii",2015-06-04, https://doi.org/10.1101/020396 ,"[['Jun 2015', '288', '0', '61', ''], ['Jul 2015', '89', '0', '27', ''], ['Aug 2015', '42', '0', '7', ''], ['Sep 2015', '17', '0', '8', ''], ['Oct 2015', '26', '0', '14', ''], ['Nov 2015', '20', '0', '18', ''], ['Dec 2015', '40', '0', '24', ''], ['Jan 2016', '14', '0', '13', ''], ['Feb 2016', '14', '0', '6', ''], ['Mar 2016', '20', '0', '15', ''], ['Apr 2016', '52', '0', '8', ''], ['May 2016', '10', '0', '9', ''], ['Jun 2016', '16', '0', '7', ''], ['Jul 2016', '26', '0', '23', ''], ['Aug 2016', '20', '0', '5', ''], ['Sep 2016', '17', '0', '8', ''], ['Oct 2016', '12', '0', '4', ''], ['Nov 2016', '16', '0', '6', ''], ['Dec 2016', '14', '0', '8', ''], ['Jan 2017', '23', '0', '2', ''], ['Feb 2017', '8', '0', '5', ''], ['Mar 2017', '24', '0', '3', ''], ['Apr 2017', '10', '0', '3', ''], ['May 2017', '16', '0', '2', ''], ['Jun 2017', '5', '0', '9', ''], ['Jul 2017', '6', '0', '3', ''], ['Aug 2017', '10', '0', '0', ''], ['Sep 2017', '13', '0', '1', ''], ['Oct 2017', '12', '0', '10', ''], ['Nov 2017', '16', '0', '3', ''], ['Dec 2017', '7', '0', '5', ''], ['Jan 2018', '17', '0', '0', ''], ['Feb 2018', '6', '0', '3', ''], ['Mar 2018', '12', '0', '4', ''], ['Apr 2018', '12', '0', '7', ''], ['May 2018', '19', '0', '1', ''], ['Jun 2018', '20', '0', '3', ''], ['Jul 2018', '15', '0', '1', ''], ['Aug 2018', '27', '0', '1', ''], ['Sep 2018', '24', '0', '6', ''], ['Oct 2018', '13', '0', '5', ''], ['Nov 2018', '12', '0', '6', ''], ['Dec 2018', '11', '0', '4', ''], ['Jan 2019', '18', '0', '4', ''], ['Feb 2019', '21', '1', '10', ''], ['Mar 2019', '11', '2', '9', ''], ['Apr 2019', '4', '0', '8', ''], ['May 2019', '6', '1', '4', ''], ['Jun 2019', '7', '6', '14', ''], ['Jul 2019', '8', '3', '14', ''], ['Aug 2019', '11', '11', '6', ''], ['Sep 2019', '19', '5', '5', ''], ['Oct 2019', '18', '6', '4', ''], ['Nov 2019', '13', '6', '7', ''], ['Dec 2019', '14', '8', '15', ''], ['Jan 2020', '12', '4', '8', ''], ['Feb 2020', '31', '13', '9', ''], ['Mar 2020', '13', '9', '4', ''], ['Apr 2020', '7', '3', '12', ''], ['May 2020', '15', '10', '7', ''], ['Jun 2020', '9', '3', '6', ''], ['Jul 2020', '10', '1', '9', ''], ['Aug 2020', '11', '3', '10', ''], ['Sep 2020', '14', '0', '7', ''], ['Oct 2020', '7', '1', '8', '']]",Bringing Down Cancer Aircraft: Searching For Essential Hypomutated Proteins In Skin Melanoma,"Cancer Biology,
",26565620,"['33041669', '29855388', '28871116', '28642787']",4
19,"['1', '1', '2', '3', '4', '4', '4', '5', '1', '*']","['Tallahassee, Florida, United States of America,, Mayo Clinic, Rochester, Minnesota, United States of America,, Mayo Clinic College of Medicine, Rochester, Minnesota, United States of America,, Massachusetts, United States of America,, Mayo Clinic, Rochester, Minnesota, United States of America']","Brooke R. Druliner,Daniel Vera,Ruth Johnson,Xiaoyang Ruan,Lynne M. Apone,Eileen T. Dimalanta,Fiona J. Stewart,Lisa Boardman,Jonathan H. Dennis",2015-06-27, https://doi.org/10.1101/021618 ,"[['Jun 2015', '257', '0', '56', ''], ['Jul 2015', '157', '0', '56', ''], ['Aug 2015', '50', '0', '86', ''], ['Sep 2015', '76', '0', '206', ''], ['Oct 2015', '41', '0', '87', ''], ['Nov 2015', '24', '0', '58', ''], ['Dec 2015', '32', '0', '24', ''], ['Jan 2016', '34', '0', '51', ''], ['Feb 2016', '39', '0', '49', ''], ['Mar 2016', '23', '0', '23', ''], ['Apr 2016', '11', '0', '25', ''], ['May 2016', '15', '0', '29', ''], ['Jun 2016', '28', '0', '38', ''], ['Jul 2016', '24', '0', '20', ''], ['Aug 2016', '44', '0', '22', ''], ['Sep 2016', '12', '0', '12', ''], ['Oct 2016', '18', '0', '27', ''], ['Nov 2016', '12', '0', '55', ''], ['Dec 2016', '19', '0', '6', ''], ['Jan 2017', '19', '0', '9', ''], ['Feb 2017', '13', '0', '11', ''], ['Mar 2017', '12', '0', '17', ''], ['Apr 2017', '14', '0', '3', ''], ['May 2017', '24', '0', '6', ''], ['Jun 2017', '10', '0', '4', ''], ['Jul 2017', '10', '0', '8', ''], ['Aug 2017', '21', '0', '4', ''], ['Sep 2017', '11', '0', '4', ''], ['Oct 2017', '13', '0', '24', ''], ['Nov 2017', '21', '0', '19', ''], ['Dec 2017', '9', '0', '8', ''], ['Jan 2018', '19', '0', '7', ''], ['Feb 2018', '17', '0', '12', ''], ['Mar 2018', '23', '0', '16', ''], ['Apr 2018', '10', '0', '7', ''], ['May 2018', '23', '0', '6', ''], ['Jun 2018', '22', '0', '7', ''], ['Jul 2018', '21', '0', '4', ''], ['Aug 2018', '30', '0', '4', ''], ['Sep 2018', '28', '0', '6', ''], ['Oct 2018', '19', '0', '11', ''], ['Nov 2018', '13', '0', '8', ''], ['Dec 2018', '13', '0', '6', ''], ['Jan 2019', '25', '0', '11', ''], ['Feb 2019', '16', '1', '22', ''], ['Mar 2019', '11', '5', '11', ''], ['Apr 2019', '6', '1', '9', ''], ['May 2019', '11', '8', '5', ''], ['Jun 2019', '9', '5', '16', ''], ['Jul 2019', '9', '3', '17', ''], ['Aug 2019', '16', '14', '5', ''], ['Sep 2019', '22', '7', '8', ''], ['Oct 2019', '19', '6', '8', ''], ['Nov 2019', '17', '7', '10', ''], ['Dec 2019', '23', '6', '10', ''], ['Jan 2020', '18', '11', '6', ''], ['Feb 2020', '33', '14', '9', ''], ['Mar 2020', '16', '9', '5', ''], ['Apr 2020', '9', '3', '20', ''], ['May 2020', '17', '11', '7', ''], ['Jun 2020', '13', '3', '4', ''], ['Jul 2020', '10', '0', '6', ''], ['Aug 2020', '14', '3', '5', ''], ['Sep 2020', '18', '0', '4', ''], ['Oct 2020', '10', '0', '6', '']]",Comprehensive nucleosome mapping of the human genome in cancer progression,"Cancer Biology,
",26735342,"['32103026', '30113318', '29891227', '28333987', '26893354', '26771136']",6
20,"['1', '*', '2', '*', '3', '*', '3', '3', '4', '5', '5', '2', '4', '5', '4', '2', '1', '4', '4', '5', '1', '3', '4', '5', '2', '5']","['Bangalore-560024,, Bangalore-560066,, Bangalore-560100,, Narayana Health, Bangalore-560099,, Narayana Health, Bangalore-560099']","Anupama Rajan Bhat,Manoj Kumar Gupta,Priya Krithivasan,Kunal Dhas,Jayalakshmi Nair,Ram Bhupal Reddy,HV Sudheendra,Sandip Chavan,Harsha Vardhan,Sujatha Darsi,Lavanya Balakrishnan,Shanmukh Katragadda,Vikram Kekatpure,Amritha Suresh,Pramila Tata,Binay Panda,Moni A Kuriakose,Ravi Sirdeshmukh",2015-08-06, https://doi.org/10.1101/024059 ,"[['Aug 2015', '309', '0', '58', ''], ['Sep 2015', '67', '0', '22', ''], ['Oct 2015', '68', '0', '25', ''], ['Nov 2015', '35', '0', '15', ''], ['Dec 2015', '40', '0', '28', ''], ['Jan 2016', '40', '0', '23', ''], ['Feb 2016', '36', '0', '20', ''], ['Mar 2016', '42', '0', '26', ''], ['Apr 2016', '21', '0', '18', ''], ['May 2016', '27', '0', '11', ''], ['Jun 2016', '46', '0', '15', ''], ['Jul 2016', '40', '1', '20', ''], ['Aug 2016', '50', '0', '14', ''], ['Sep 2016', '30', '0', '7', ''], ['Oct 2016', '42', '0', '18', ''], ['Nov 2016', '32', '0', '14', ''], ['Dec 2016', '38', '0', '7', ''], ['Jan 2017', '34', '0', '6', ''], ['Feb 2017', '24', '0', '6', ''], ['Mar 2017', '26', '0', '7', ''], ['Apr 2017', '29', '0', '2', ''], ['May 2017', '35', '0', '6', ''], ['Jun 2017', '10', '0', '4', ''], ['Jul 2017', '11', '0', '5', ''], ['Aug 2017', '26', '0', '7', ''], ['Sep 2017', '18', '0', '9', ''], ['Oct 2017', '16', '0', '14', ''], ['Nov 2017', '17', '0', '13', ''], ['Dec 2017', '17', '0', '6', ''], ['Jan 2018', '28', '0', '9', ''], ['Feb 2018', '26', '0', '9', ''], ['Mar 2018', '32', '0', '16', ''], ['Apr 2018', '17', '0', '9', ''], ['May 2018', '37', '0', '15', ''], ['Jun 2018', '37', '0', '19', ''], ['Jul 2018', '29', '0', '13', ''], ['Aug 2018', '38', '0', '11', ''], ['Sep 2018', '35', '0', '6', ''], ['Oct 2018', '29', '0', '14', ''], ['Nov 2018', '24', '0', '6', ''], ['Dec 2018', '25', '0', '7', ''], ['Jan 2019', '21', '0', '6', ''], ['Feb 2019', '27', '1', '2', ''], ['Mar 2019', '21', '5', '8', ''], ['Apr 2019', '20', '2', '2', ''], ['May 2019', '24', '7', '13', ''], ['Jun 2019', '17', '11', '15', ''], ['Jul 2019', '20', '8', '10', ''], ['Aug 2019', '23', '13', '5', ''], ['Sep 2019', '27', '8', '6', ''], ['Oct 2019', '38', '10', '8', ''], ['Nov 2019', '36', '13', '9', ''], ['Dec 2019', '27', '9', '5', ''], ['Jan 2020', '26', '7', '6', ''], ['Feb 2020', '45', '20', '9', ''], ['Mar 2020', '17', '13', '4', ''], ['Apr 2020', '9', '32', '14', ''], ['May 2020', '21', '105', '7', ''], ['Jun 2020', '11', '26', '7', ''], ['Jul 2020', '13', '22', '5', ''], ['Aug 2020', '22', '36', '10', ''], ['Sep 2020', '22', '31', '11', ''], ['Oct 2020', '15', '15', '2', '']]",An integrated transcriptomics and proteomics study of Head and Neck Squamous Cell Carcinoma – methodological and analytical considerations,"Cancer Biology,
",27801551,[],0
21,"['1', '‡', '1', '‡', '1', '1', '1', '†']","['New York, NY 10044, USA']","Natalie Davidson,Kjong-Van Lehmann,André Kahles,Alexander Perez,Gunnar Rätsch",2014-12-13, https://doi.org/10.1101/012708 ,"[['Dec 2014', '162', '2', '25', ''], ['Jan 2015', '37', '4', '10', ''], ['Feb 2015', '37', '3', '38', ''], ['Mar 2015', '32', '0', '46', ''], ['Apr 2015', '31', '0', '69', ''], ['May 2015', '51', '0', '29', ''], ['Jun 2015', '6', '0', '36', ''], ['Jul 2015', '14', '0', '50', ''], ['Aug 2015', '19', '0', '39', ''], ['Sep 2015', '18', '0', '14', ''], ['Oct 2015', '15', '0', '9', ''], ['Nov 2015', '13', '0', '10', ''], ['Dec 2015', '19', '0', '11', ''], ['Jan 2016', '20', '0', '25', ''], ['Feb 2016', '25', '0', '17', ''], ['Mar 2016', '16', '0', '13', ''], ['Apr 2016', '15', '0', '6', ''], ['May 2016', '19', '0', '9', ''], ['Jun 2016', '21', '0', '22', ''], ['Jul 2016', '32', '0', '9', ''], ['Aug 2016', '21', '0', '10', ''], ['Sep 2016', '19', '0', '25', ''], ['Oct 2016', '18', '0', '19', ''], ['Nov 2016', '22', '0', '9', ''], ['Dec 2016', '18', '0', '12', ''], ['Jan 2017', '24', '0', '6', ''], ['Feb 2017', '7', '0', '21', ''], ['Mar 2017', '16', '0', '12', ''], ['Apr 2017', '9', '0', '5', ''], ['May 2017', '18', '0', '3', ''], ['Jun 2017', '7', '0', '2', ''], ['Jul 2017', '15', '0', '4', ''], ['Aug 2017', '13', '0', '2', ''], ['Sep 2017', '16', '0', '8', ''], ['Oct 2017', '13', '0', '3', ''], ['Nov 2017', '16', '0', '7', ''], ['Dec 2017', '7', '0', '4', ''], ['Jan 2018', '12', '0', '3', ''], ['Feb 2018', '20', '0', '11', ''], ['Mar 2018', '23', '0', '12', ''], ['Apr 2018', '17', '0', '14', ''], ['May 2018', '24', '0', '16', ''], ['Jun 2018', '20', '0', '18', ''], ['Jul 2018', '19', '0', '8', ''], ['Aug 2018', '27', '0', '17', ''], ['Sep 2018', '26', '0', '27', ''], ['Oct 2018', '18', '0', '26', ''], ['Nov 2018', '15', '0', '15', ''], ['Dec 2018', '15', '0', '7', ''], ['Jan 2019', '28', '0', '15', ''], ['Feb 2019', '24', '1', '6', ''], ['Mar 2019', '9', '2', '10', ''], ['Apr 2019', '13', '0', '23', ''], ['May 2019', '15', '0', '4', ''], ['Jun 2019', '20', '1', '10', ''], ['Jul 2019', '14', '3', '15', ''], ['Aug 2019', '27', '8', '14', ''], ['Sep 2019', '17', '2', '3', ''], ['Oct 2019', '23', '7', '13', ''], ['Nov 2019', '15', '5', '4', ''], ['Dec 2019', '16', '7', '8', ''], ['Jan 2020', '15', '4', '6', ''], ['Feb 2020', '16', '7', '11', ''], ['Mar 2020', '12', '9', '7', ''], ['Apr 2020', '12', '3', '15', ''], ['May 2020', '17', '8', '4', ''], ['Jun 2020', '13', '2', '5', ''], ['Jul 2020', '7', '1', '6', ''], ['Aug 2020', '17', '3', '6', ''], ['Sep 2020', '21', '2', '5', ''], ['Oct 2020', '17', '4', '3', '']]",Integrative Analysis of Transcriptome Variation in Uterine Carcinosarcoma and Comparison to Sarcoma and Endometrial Carcinoma,"Cancer Biology,
",32025019,"['33101586', '33057153', '33054808', '33033692', '32879328', '32839478', '32747477', '32657388', '32503170', '32300588', '32025015', '32025012', '32025007', '32024998']",14
22,"['1', '*', '2', '3', '4', '2', '1', '5', '6', '•']","['Plön, Germany,, Tampa, FL 33612, USA,, Oxford, UK,, 15 Cotswold Rd, Sutton, London, SM2 5NG, UK,, Boston, MA 02115, USA,, Cambridge, MA 02138, USA']","Benjamin Werner,Jacob G. Scott,Andrea Sottoriva,Alexander R.A. Anderson,Arne Traulsen,Philipp M. Altrock",2015-01-11, https://doi.org/10.1101/013672 ,"[['Jan 2015', '479', '15', '102', ''], ['Feb 2015', '69', '1', '73', ''], ['Mar 2015', '62', '0', '30', ''], ['Apr 2015', '34', '0', '18', ''], ['May 2015', '67', '0', '26', ''], ['Jun 2015', '30', '0', '29', ''], ['Jul 2015', '47', '0', '15', ''], ['Aug 2015', '15', '0', '16', ''], ['Sep 2015', '69', '0', '26', ''], ['Oct 2015', '61', '0', '29', ''], ['Nov 2015', '27', '0', '14', ''], ['Dec 2015', '24', '0', '18', ''], ['Jan 2016', '18', '0', '12', ''], ['Feb 2016', '21', '0', '8', ''], ['Mar 2016', '40', '0', '12', ''], ['Apr 2016', '9', '0', '10', ''], ['May 2016', '25', '0', '15', ''], ['Jun 2016', '22', '0', '10', ''], ['Jul 2016', '23', '0', '9', ''], ['Aug 2016', '25', '0', '15', ''], ['Sep 2016', '12', '0', '7', ''], ['Oct 2016', '20', '0', '15', ''], ['Nov 2016', '18', '0', '4', ''], ['Dec 2016', '17', '0', '2', ''], ['Jan 2017', '25', '0', '4', ''], ['Feb 2017', '14', '0', '1', ''], ['Mar 2017', '15', '0', '4', ''], ['Apr 2017', '20', '0', '4', ''], ['May 2017', '29', '0', '3', ''], ['Jun 2017', '9', '0', '0', ''], ['Jul 2017', '9', '0', '0', ''], ['Aug 2017', '13', '0', '1', ''], ['Sep 2017', '16', '0', '2', ''], ['Oct 2017', '44', '0', '4', ''], ['Nov 2017', '18', '0', '7', ''], ['Dec 2017', '21', '0', '6', ''], ['Jan 2018', '15', '0', '2', ''], ['Feb 2018', '23', '0', '6', ''], ['Mar 2018', '16', '0', '3', ''], ['Apr 2018', '17', '0', '1', ''], ['May 2018', '31', '0', '3', ''], ['Jun 2018', '30', '0', '2', ''], ['Jul 2018', '30', '0', '0', ''], ['Aug 2018', '32', '0', '2', ''], ['Sep 2018', '26', '0', '1', ''], ['Oct 2018', '10', '0', '4', ''], ['Nov 2018', '13', '0', '1', ''], ['Dec 2018', '9', '0', '2', ''], ['Jan 2019', '14', '0', '3', ''], ['Feb 2019', '13', '2', '4', ''], ['Mar 2019', '10', '3', '8', ''], ['Apr 2019', '6', '2', '5', ''], ['May 2019', '11', '3', '5', ''], ['Jun 2019', '20', '8', '14', ''], ['Jul 2019', '9', '10', '6', ''], ['Aug 2019', '10', '7', '2', ''], ['Sep 2019', '16', '5', '2', ''], ['Oct 2019', '17', '8', '6', ''], ['Nov 2019', '26', '8', '4', ''], ['Dec 2019', '15', '8', '5', ''], ['Jan 2020', '20', '5', '6', ''], ['Feb 2020', '24', '9', '10', ''], ['Mar 2020', '13', '11', '3', ''], ['Apr 2020', '10', '2', '8', ''], ['May 2020', '16', '9', '5', ''], ['Jun 2020', '20', '2', '4', ''], ['Jul 2020', '12', '7', '6', ''], ['Aug 2020', '18', '3', '8', ''], ['Sep 2020', '22', '2', '2', ''], ['Oct 2020', '16', '3', '7', '']]",Estimating stem cell fractions in hierarchically organized tumors,"Cancer Biology,
",26833122,"['32548108', '31710617', '31665523', '31299607', '31123672', '31113818', '30564525', '29954936', '29605227', '29500381', '29351275', '28954847', '28235762', '28230094', '28004754']",15
